NIC_PT,NUI_PT,NAME,time,state,county
90068,13518,"Wilson County, TN",2013,47,189
52883,7758,"Anderson County, TN",2014,47,1
32200,7354,"Bedford County, TN",2014,47,3
10463,1968,"Benton County, TN",2014,47,5
7783,1617,"Bledsoe County, TN",2014,47,7
88277,13293,"Blount County, TN",2014,47,9
71131,13220,"Bradley County, TN",2014,47,11
26969,4929,"Campbell County, TN",2014,47,13
9465,1712,"Cannon County, TN",2014,47,15
18915,3006,"Carroll County, TN",2014,47,17
37586,7007,"Carter County, TN",2014,47,19
29625,4647,"Cheatham County, TN",2014,47,21
11457,1828,"Chester County, TN",2014,47,23
21023,3648,"Claiborne County, TN",2014,47,25
4931,947,"Clay County, TN",2014,47,27
24119,4267,"Cocke County, TN",2014,47,29
37677,6502,"Coffee County, TN",2014,47,31
9887,2167,"Crockett County, TN",2014,47,33
34340,6623,"Cumberland County, TN",2014,47,35
476933,93801,"Davidson County, TN",2014,47,37
7496,1445,"Decatur County, TN",2014,47,39
12886,2822,"DeKalb County, TN",2014,47,41
36522,6053,"Dickson County, TN",2014,47,43
27379,3928,"Dyer County, TN",2014,47,45
27465,3880,"Fayette County, TN",2014,47,47
11857,2331,"Fentress County, TN",2014,47,49
27471,4261,"Franklin County, TN",2014,47,51
35152,5185,"Gibson County, TN",2014,47,53
19681,3285,"Giles County, TN",2014,47,55
15552,2997,"Grainger County, TN",2014,47,57
45403,8054,"Greene County, TN",2014,47,59
8765,1776,"Grundy County, TN",2014,47,61
42742,8690,"Hamblen County, TN",2014,47,63
249416,37436,"Hamilton County, TN",2014,47,65
4531,774,"Hancock County, TN",2014,47,67
15570,2552,"Hardeman County, TN",2014,47,69
17210,3118,"Hardin County, TN",2014,47,71
39724,5824,"Hawkins County, TN",2014,47,73
12941,2161,"Haywood County, TN",2014,47,75
19950,3190,"Henderson County, TN",2014,47,77
21155,3813,"Henry County, TN",2014,47,79
16170,3001,"Hickman County, TN",2014,47,81
5651,949,"Houston County, TN",2014,47,83
12475,2039,"Humphreys County, TN",2014,47,85
7655,1392,"Jackson County, TN",2014,47,87
35427,5789,"Jefferson County, TN",2014,47,89
10588,1892,"Johnson County, TN",2014,47,91
327388,46068,"Knox County, TN",2014,47,93
3597,576,"Lake County, TN",2014,47,95
18016,2910,"Lauderdale County, TN",2014,47,97
29272,5327,"Lawrence County, TN",2014,47,99
7960,1624,"Lewis County, TN",2014,47,101
23293,3926,"Lincoln County, TN",2014,47,103
31990,6062,"Loudon County, TN",2014,47,105
36398,5750,"McMinn County, TN",2014,47,107
17830,3154,"McNairy County, TN",2014,47,109
15920,3311,"Macon County, TN",2014,47,111
69744,10165,"Madison County, TN",2014,47,113
19654,3461,"Marion County, TN",2014,47,115
22385,3914,"Marshall County, TN",2014,47,117
62412,9682,"Maury County, TN",2014,47,119
7898,1368,"Meigs County, TN",2014,47,121
29931,6089,"Monroe County, TN",2014,47,123
149959,20288,"Montgomery County, TN",2014,47,125
4294,670,"Moore County, TN",2014,47,127
13659,2218,"Morgan County, TN",2014,47,129
21224,3595,"Obion County, TN",2014,47,131
14836,2700,"Overton County, TN",2014,47,133
5118,998,"Perry County, TN",2014,47,135
3224,590,"Pickett County, TN",2014,47,137
11284,2040,"Polk County, TN",2014,47,139
50704,9206,"Putnam County, TN",2014,47,141
22290,3806,"Rhea County, TN",2014,47,143
35808,5430,"Roane County, TN",2014,47,145
50263,8101,"Robertson County, TN",2014,47,147
225333,30944,"Rutherford County, TN",2014,47,149
15666,2695,"Scott County, TN",2014,47,151
10036,1721,"Sequatchie County, TN",2014,47,153
62389,15115,"Sevier County, TN",2014,47,155
690137,122149,"Shelby County, TN",2014,47,157
13704,2275,"Smith County, TN",2014,47,159
9111,1592,"Stewart County, TN",2014,47,161
106043,17493,"Sullivan County, TN",2014,47,163
129279,17130,"Sumner County, TN",2014,47,165
46498,6178,"Tipton County, TN",2014,47,167
5687,1022,"Trousdale County, TN",2014,47,169
11769,2161,"Unicoi County, TN",2014,47,171
13271,2589,"Union County, TN",2014,47,173
3700,688,"Van Buren County, TN",2014,47,175
26913,5953,"Warren County, TN",2014,47,177
87928,13435,"Washington County, TN",2014,47,179
10016,1784,"Wayne County, TN",2014,47,181
23136,3433,"Weakley County, TN",2014,47,183
17902,3098,"White County, TN",2014,47,185
166949,13645,"Williamson County, TN",2014,47,187
94166,11966,"Wilson County, TN",2014,47,189
54384,6149,"Anderson County, TN",2015,47,1
33109,6702,"Bedford County, TN",2015,47,3
10577,1790,"Benton County, TN",2015,47,5
8027,1379,"Bledsoe County, TN",2015,47,7
90737,11100,"Blount County, TN",2015,47,9
73903,10934,"Bradley County, TN",2015,47,11
27524,3953,"Campbell County, TN",2015,47,13
9773,1439,"Cannon County, TN",2015,47,15
19050,2418,"Carroll County, TN",2015,47,17
38141,6177,"Carter County, TN",2015,47,19
30150,3834,"Cheatham County, TN",2015,47,21
11685,1605,"Chester County, TN",2015,47,23
21536,3026,"Claiborne County, TN",2015,47,25
4998,817,"Clay County, TN",2015,47,27
24618,3252,"Cocke County, TN",2015,47,29
39062,5513,"Coffee County, TN",2015,47,31
10107,1839,"Crockett County, TN",2015,47,33
35128,5643,"Cumberland County, TN",2015,47,35
497138,81013,"Davidson County, TN",2015,47,37
7650,1254,"Decatur County, TN",2015,47,39
13098,2395,"DeKalb County, TN",2015,47,41
38104,5094,"Dickson County, TN",2015,47,43
27919,3207,"Dyer County, TN",2015,47,45
28157,3046,"Fayette County, TN",2015,47,47
12190,1897,"Fentress County, TN",2015,47,49
27879,3603,"Franklin County, TN",2015,47,51
35735,4375,"Gibson County, TN",2015,47,53
20020,2882,"Giles County, TN",2015,47,55
15961,2388,"Grainger County, TN",2015,47,57
46632,6626,"Greene County, TN",2015,47,59
8898,1553,"Grundy County, TN",2015,47,61
44045,7414,"Hamblen County, TN",2015,47,63
256028,32463,"Hamilton County, TN",2015,47,65
4601,570,"Hancock County, TN",2015,47,67
15618,2094,"Hardeman County, TN",2015,47,69
17218,2819,"Hardin County, TN",2015,47,71
40020,4926,"Hawkins County, TN",2015,47,73
13042,1761,"Haywood County, TN",2015,47,75
20489,2515,"Henderson County, TN",2015,47,77
21440,3227,"Henry County, TN",2015,47,79
16571,2482,"Hickman County, TN",2015,47,81
5637,820,"Houston County, TN",2015,47,83
12794,1622,"Humphreys County, TN",2015,47,85
7722,1201,"Jackson County, TN",2015,47,87
36453,5024,"Jefferson County, TN",2015,47,89
10686,1583,"Johnson County, TN",2015,47,91
334690,40387,"Knox County, TN",2015,47,93
3599,469,"Lake County, TN",2015,47,95
18070,2437,"Lauderdale County, TN",2015,47,97
30315,4437,"Lawrence County, TN",2015,47,99
8039,1372,"Lewis County, TN",2015,47,101
24096,3110,"Lincoln County, TN",2015,47,103
32941,5135,"Loudon County, TN",2015,47,105
36912,5032,"McMinn County, TN",2015,47,107
17967,2667,"McNairy County, TN",2015,47,109
16452,2851,"Macon County, TN",2015,47,111
70216,8540,"Madison County, TN",2015,47,113
20337,2636,"Marion County, TN",2015,47,115
23346,3113,"Marshall County, TN",2015,47,117
65301,8447,"Maury County, TN",2015,47,119
8050,1250,"Meigs County, TN",2015,47,121
30999,5183,"Monroe County, TN",2015,47,123
157540,15248,"Montgomery County, TN",2015,47,125
4404,558,"Moore County, TN",2015,47,127
14068,1711,"Morgan County, TN",2015,47,129
21288,3100,"Obion County, TN",2015,47,131
15304,2184,"Overton County, TN",2015,47,133
5300,837,"Perry County, TN",2015,47,135
3319,476,"Pickett County, TN",2015,47,137
11671,1620,"Polk County, TN",2015,47,139
52006,8009,"Putnam County, TN",2015,47,141
22498,3359,"Rhea County, TN",2015,47,143
36373,4577,"Roane County, TN",2015,47,145
51991,6637,"Robertson County, TN",2015,47,147
237251,27913,"Rutherford County, TN",2015,47,149
15928,2262,"Scott County, TN",2015,47,151
10370,1357,"Sequatchie County, TN",2015,47,153
64558,12947,"Sevier County, TN",2015,47,155
696763,110137,"Shelby County, TN",2015,47,157
14514,1638,"Smith County, TN",2015,47,159
9371,1268,"Stewart County, TN",2015,47,161
108992,13743,"Sullivan County, TN",2015,47,163
132738,16182,"Sumner County, TN",2015,47,165
47268,5428,"Tipton County, TN",2015,47,167
5800,914,"Trousdale County, TN",2015,47,169
11949,1835,"Unicoi County, TN",2015,47,171
13308,2409,"Union County, TN",2015,47,173
3840,539,"Van Buren County, TN",2015,47,175
28105,4952,"Warren County, TN",2015,47,177
89436,11612,"Washington County, TN",2015,47,179
10136,1445,"Wayne County, TN",2015,47,181
23671,2719,"Weakley County, TN",2015,47,183
18195,2825,"White County, TN",2015,47,185
175398,11184,"Williamson County, TN",2015,47,187
99045,10120,"Wilson County, TN",2015,47,189
54760,5550,"Anderson County, TN",2016,47,1
34639,5173,"Bedford County, TN",2016,47,3
10684,1431,"Benton County, TN",2016,47,5
8150,1331,"Bledsoe County, TN",2016,47,7
92081,10388,"Blount County, TN",2016,47,9
73780,11037,"Bradley County, TN",2016,47,11
27589,3616,"Campbell County, TN",2016,47,13
9963,1339,"Cannon County, TN",2016,47,15
19110,2102,"Carroll County, TN",2016,47,17
38850,5004,"Carter County, TN",2016,47,19
30766,3197,"Cheatham County, TN",2016,47,21
11670,1538,"Chester County, TN",2016,47,23
21972,2461,"Claiborne County, TN",2016,47,25
5049,714,"Clay County, TN",2016,47,27
24589,3002,"Cocke County, TN",2016,47,29
39910,4851,"Coffee County, TN",2016,47,31
10053,1620,"Crockett County, TN",2016,47,33
35796,5013,"Cumberland County, TN",2016,47,35
507673,73272,"Davidson County, TN",2016,47,37
7845,1084,"Decatur County, TN",2016,47,39
13555,2007,"DeKalb County, TN",2016,47,41
38737,4878,"Dickson County, TN",2016,47,43
27720,3029,"Dyer County, TN",2016,47,45
28438,2904,"Fayette County, TN",2016,47,47
12233,1728,"Fentress County, TN",2016,47,49
28132,3434,"Franklin County, TN",2016,47,51
36256,3673,"Gibson County, TN",2016,47,53
20337,2662,"Giles County, TN",2016,47,55
16208,2230,"Grainger County, TN",2016,47,57
47062,5761,"Greene County, TN",2016,47,59
8889,1434,"Grundy County, TN",2016,47,61
44655,6756,"Hamblen County, TN",2016,47,63
262008,28689,"Hamilton County, TN",2016,47,65
4489,603,"Hancock County, TN",2016,47,67
15388,1886,"Hardeman County, TN",2016,47,69
17501,2293,"Hardin County, TN",2016,47,71
39953,4742,"Hawkins County, TN",2016,47,73
12964,1510,"Haywood County, TN",2016,47,75
20143,2513,"Henderson County, TN",2016,47,77
21743,2868,"Henry County, TN",2016,47,79
16751,2373,"Hickman County, TN",2016,47,81
5649,736,"Houston County, TN",2016,47,83
13155,1424,"Humphreys County, TN",2016,47,85
7722,1166,"Jackson County, TN",2016,47,87
37031,4519,"Jefferson County, TN",2016,47,89
10652,1483,"Johnson County, TN",2016,47,91
343142,34810,"Knox County, TN",2016,47,93
3582,452,"Lake County, TN",2016,47,95
17903,2257,"Lauderdale County, TN",2016,47,97
31012,4018,"Lawrence County, TN",2016,47,99
8288,1090,"Lewis County, TN",2016,47,101
23977,3011,"Lincoln County, TN",2016,47,103
33389,4702,"Loudon County, TN",2016,47,105
37490,4359,"McMinn County, TN",2016,47,107
17903,2419,"McNairy County, TN",2016,47,109
16618,2815,"Macon County, TN",2016,47,111
70892,7113,"Madison County, TN",2016,47,113
20554,2228,"Marion County, TN",2016,47,115
23639,3028,"Marshall County, TN",2016,47,117
68305,7117,"Maury County, TN",2016,47,119
8304,1123,"Meigs County, TN",2016,47,121
31483,4468,"Monroe County, TN",2016,47,123
158964,15343,"Montgomery County, TN",2016,47,125
4512,454,"Moore County, TN",2016,47,127
13889,1839,"Morgan County, TN",2016,47,129
21384,2681,"Obion County, TN",2016,47,131
15228,2074,"Overton County, TN",2016,47,133
5409,716,"Perry County, TN",2016,47,135
3326,396,"Pickett County, TN",2016,47,137
11740,1428,"Polk County, TN",2016,47,139
53541,7444,"Putnam County, TN",2016,47,141
22503,3210,"Rhea County, TN",2016,47,143
36819,4027,"Roane County, TN",2016,47,145
52763,6192,"Robertson County, TN",2016,47,147
249626,24067,"Rutherford County, TN",2016,47,149
16027,2017,"Scott County, TN",2016,47,151
10493,1224,"Sequatchie County, TN",2016,47,153
65462,11903,"Sevier County, TN",2016,47,155
703728,92483,"Shelby County, TN",2016,47,157
14526,1668,"Smith County, TN",2016,47,159
9328,1178,"Stewart County, TN",2016,47,161
109883,12070,"Sullivan County, TN",2016,47,163
138878,13249,"Sumner County, TN",2016,47,165
46724,5161,"Tipton County, TN",2016,47,167
6063,846,"Trousdale County, TN",2016,47,169
11943,1582,"Unicoi County, TN",2016,47,171
13659,1956,"Union County, TN",2016,47,173
3834,511,"Van Buren County, TN",2016,47,175
28406,4490,"Warren County, TN",2016,47,177
91752,9940,"Washington County, TN",2016,47,179
10091,1404,"Wayne County, TN",2016,47,181
23448,2501,"Weakley County, TN",2016,47,183
18625,2325,"White County, TN",2016,47,185
182950,11006,"Williamson County, TN",2016,47,187
103900,8508,"Wilson County, TN",2016,47,189
54264,6218,"Anderson County, TN",2017,47,1
34495,5801,"Bedford County, TN",2017,47,3
10520,1489,"Benton County, TN",2017,47,5
8007,1422,"Bledsoe County, TN",2017,47,7
92488,10561,"Blount County, TN",2017,47,9
73837,11377,"Bradley County, TN",2017,47,11
27109,3847,"Campbell County, TN",2017,47,13
10138,1381,"Cannon County, TN",2017,47,15
18844,2295,"Carroll County, TN",2017,47,17
38260,5222,"Carter County, TN",2017,47,19
30890,3506,"Cheatham County, TN",2017,47,21
11599,1558,"Chester County, TN",2017,47,23
21331,2834,"Claiborne County, TN",2017,47,25
4894,839,"Clay County, TN",2017,47,27
24277,3395,"Cocke County, TN",2017,47,29
40138,4939,"Coffee County, TN",2017,47,31
9982,1669,"Crockett County, TN",2017,47,33
35584,5144,"Cumberland County, TN",2017,47,35
501274,82893,"Davidson County, TN",2017,47,37
7838,1082,"Decatur County, TN",2017,47,39
13679,2287,"DeKalb County, TN",2017,47,41
39382,4808,"Dickson County, TN",2017,47,43
27471,2995,"Dyer County, TN",2017,47,45
28046,3474,"Fayette County, TN",2017,47,47
12272,1723,"Fentress County, TN",2017,47,49
28101,3340,"Franklin County, TN",2017,47,51
35430,4327,"Gibson County, TN",2017,47,53
20204,2802,"Giles County, TN",2017,47,55
16048,2275,"Grainger County, TN",2017,47,57
46757,5877,"Greene County, TN",2017,47,59
8940,1420,"Grundy County, TN",2017,47,61
44563,7165,"Hamblen County, TN",2017,47,63
260047,32272,"Hamilton County, TN",2017,47,65
4448,586,"Hancock County, TN",2017,47,67
15012,2098,"Hardeman County, TN",2017,47,69
17465,2327,"Hardin County, TN",2017,47,71
39410,4912,"Hawkins County, TN",2017,47,73
12469,1597,"Haywood County, TN",2017,47,75
19931,2486,"Henderson County, TN",2017,47,77
21853,2756,"Henry County, TN",2017,47,79
16593,2468,"Hickman County, TN",2017,47,81
5625,809,"Houston County, TN",2017,47,83
12992,1646,"Humphreys County, TN",2017,47,85
7774,1115,"Jackson County, TN",2017,47,87
36902,4863,"Jefferson County, TN",2017,47,89
10406,1498,"Johnson County, TN",2017,47,91
344647,37471,"Knox County, TN",2017,47,93
3474,458,"Lake County, TN",2017,47,95
17598,2388,"Lauderdale County, TN",2017,47,97
30682,4595,"Lawrence County, TN",2017,47,99
8250,1142,"Lewis County, TN",2017,47,101
23868,3084,"Lincoln County, TN",2017,47,103
33583,4920,"Loudon County, TN",2017,47,105
36653,5075,"McMinn County, TN",2017,47,107
18075,2320,"McNairy County, TN",2017,47,109
17334,2662,"Macon County, TN",2017,47,111
70051,7445,"Madison County, TN",2017,47,113
20114,2564,"Marion County, TN",2017,47,115
24535,2899,"Marshall County, TN",2017,47,117
69075,8242,"Maury County, TN",2017,47,119
8231,1174,"Meigs County, TN",2017,47,121
31694,4317,"Monroe County, TN",2017,47,123
162119,15705,"Montgomery County, TN",2017,47,125
4528,476,"Moore County, TN",2017,47,127
13525,1945,"Morgan County, TN",2017,47,129
21013,2817,"Obion County, TN",2017,47,131
15169,2072,"Overton County, TN",2017,47,133
5274,884,"Perry County, TN",2017,47,135
3212,439,"Pickett County, TN",2017,47,137
11433,1635,"Polk County, TN",2017,47,139
54719,7742,"Putnam County, TN",2017,47,141
22543,3284,"Rhea County, TN",2017,47,143
36370,4394,"Roane County, TN",2017,47,145
53705,6024,"Robertson County, TN",2017,47,147
254925,26618,"Rutherford County, TN",2017,47,149
15943,2035,"Scott County, TN",2017,47,151
10316,1313,"Sequatchie County, TN",2017,47,153
64748,12956,"Sevier County, TN",2017,47,155
699212,93094,"Shelby County, TN",2017,47,157
14561,1678,"Smith County, TN",2017,47,159
9323,1273,"Stewart County, TN",2017,47,161
109060,12489,"Sullivan County, TN",2017,47,163
140140,15226,"Sumner County, TN",2017,47,165
47169,4695,"Tipton County, TN",2017,47,167
6066,878,"Trousdale County, TN",2017,47,169
11834,1665,"Unicoi County, TN",2017,47,171
13656,2031,"Union County, TN",2017,47,173
3748,551,"Van Buren County, TN",2017,47,175
28063,4879,"Warren County, TN",2017,47,177
90236,11411,"Washington County, TN",2017,47,179
9984,1341,"Wayne County, TN",2017,47,181
23142,2657,"Weakley County, TN",2017,47,183
18578,2384,"White County, TN",2017,47,185
188078,12631,"Williamson County, TN",2017,47,187
105600,9956,"Wilson County, TN",2017,47,189
53488,6990,"Anderson County, TN",2018,47,1
35093,6029,"Bedford County, TN",2018,47,3
10629,1552,"Benton County, TN",2018,47,5
7744,1660,"Bledsoe County, TN",2018,47,7
91631,11788,"Blount County, TN",2018,47,9
74202,11670,"Bradley County, TN",2018,47,11
26801,4041,"Campbell County, TN",2018,47,13
10230,1464,"Cannon County, TN",2018,47,15
18708,2436,"Carroll County, TN",2018,47,17
37421,5690,"Carter County, TN",2018,47,19
30267,4006,"Cheatham County, TN",2018,47,21
11596,1667,"Chester County, TN",2018,47,23
21316,2858,"Claiborne County, TN",2018,47,25
4976,761,"Clay County, TN",2018,47,27
24491,3301,"Cocke County, TN",2018,47,29
40299,5296,"Coffee County, TN",2018,47,31
9852,1663,"Crockett County, TN",2018,47,33
35730,5178,"Cumberland County, TN",2018,47,35
501576,81497,"Davidson County, TN",2018,47,37
7741,1102,"Decatur County, TN",2018,47,39
13704,2455,"DeKalb County, TN",2018,47,41
38793,5622,"Dickson County, TN",2018,47,43
26919,3316,"Dyer County, TN",2018,47,45
28451,3124,"Fayette County, TN",2018,47,47
12115,1874,"Fentress County, TN",2018,47,49
27883,3639,"Franklin County, TN",2018,47,51
35156,4396,"Gibson County, TN",2018,47,53
20272,2763,"Giles County, TN",2018,47,55
15746,2498,"Grainger County, TN",2018,47,57
46043,6618,"Greene County, TN",2018,47,59
8803,1549,"Grundy County, TN",2018,47,61
44427,7499,"Hamblen County, TN",2018,47,63
258250,34725,"Hamilton County, TN",2018,47,65
4366,607,"Hancock County, TN",2018,47,67
14845,2038,"Hardeman County, TN",2018,47,69
17114,2504,"Hardin County, TN",2018,47,71
38919,5143,"Hawkins County, TN",2018,47,73
12155,1573,"Haywood County, TN",2018,47,75
19708,2740,"Henderson County, TN",2018,47,77
21557,2834,"Henry County, TN",2018,47,79
16564,2586,"Hickman County, TN",2018,47,81
5654,823,"Houston County, TN",2018,47,83
12712,1864,"Humphreys County, TN",2018,47,85
7674,1258,"Jackson County, TN",2018,47,87
36693,5228,"Jefferson County, TN",2018,47,89
10378,1579,"Johnson County, TN",2018,47,91
342831,39398,"Knox County, TN",2018,47,93
3444,452,"Lake County, TN",2018,47,95
17096,2457,"Lauderdale County, TN",2018,47,97
31100,4413,"Lawrence County, TN",2018,47,99
8184,1231,"Lewis County, TN",2018,47,101
23831,3348,"Lincoln County, TN",2018,47,103
33793,5091,"Loudon County, TN",2018,47,105
36660,5341,"McMinn County, TN",2018,47,107
17545,2617,"McNairy County, TN",2018,47,109
17213,2895,"Macon County, TN",2018,47,111
68243,8735,"Madison County, TN",2018,47,113
20045,2609,"Marion County, TN",2018,47,115
24889,3102,"Marshall County, TN",2018,47,117
70682,8055,"Maury County, TN",2018,47,119
8379,1177,"Meigs County, TN",2018,47,121
30850,5081,"Monroe County, TN",2018,47,123
166486,16046,"Montgomery County, TN",2018,47,125
4527,474,"Moore County, TN",2018,47,127
13378,2069,"Morgan County, TN",2018,47,129
20900,2755,"Obion County, TN",2018,47,131
15094,2141,"Overton County, TN",2018,47,133
5406,844,"Perry County, TN",2018,47,135
3149,501,"Pickett County, TN",2018,47,137
11313,1826,"Polk County, TN",2018,47,139
55508,7767,"Putnam County, TN",2018,47,141
22738,3335,"Rhea County, TN",2018,47,143
36190,4516,"Roane County, TN",2018,47,145
52780,7334,"Robertson County, TN",2018,47,147
257797,29160,"Rutherford County, TN",2018,47,149
15614,2373,"Scott County, TN",2018,47,151
10306,1368,"Sequatchie County, TN",2018,47,153
63927,13515,"Sevier County, TN",2018,47,155
679641,107268,"Shelby County, TN",2018,47,157
14526,1892,"Smith County, TN",2018,47,159
9349,1356,"Stewart County, TN",2018,47,161
107047,14323,"Sullivan County, TN",2018,47,163
141543,15785,"Sumner County, TN",2018,47,165
46076,5738,"Tipton County, TN",2018,47,167
6173,880,"Trousdale County, TN",2018,47,169
11827,1632,"Unicoi County, TN",2018,47,171
13715,2136,"Union County, TN",2018,47,173
3701,588,"Van Buren County, TN",2018,47,175
27793,5246,"Warren County, TN",2018,47,177
90546,10856,"Washington County, TN",2018,47,179
9751,1501,"Wayne County, TN",2018,47,181
22446,3261,"Weakley County, TN",2018,47,183
18548,2666,"White County, TN",2018,47,185
191306,12500,"Williamson County, TN",2018,47,187
107215,11102,"Wilson County, TN",2018,47,189
53234,7356,"Anderson County, TN",2019,47,1
35195,6283,"Bedford County, TN",2019,47,3
10374,1630,"Benton County, TN",2019,47,5
7893,1574,"Bledsoe County, TN",2019,47,7
92406,12138,"Blount County, TN",2019,47,9
74655,12174,"Bradley County, TN",2019,47,11
26764,3962,"Campbell County, TN",2019,47,13
10349,1473,"Cannon County, TN",2019,47,15
18270,2641,"Carroll County, TN",2019,47,17
36701,5950,"Carter County, TN",2019,47,19
30244,4020,"Cheatham County, TN",2019,47,21
11555,1635,"Chester County, TN",2019,47,23
21155,2953,"Claiborne County, TN",2019,47,25
4795,787,"Clay County, TN",2019,47,27
24010,3544,"Cocke County, TN",2019,47,29
40567,5468,"Coffee County, TN",2019,47,31
9589,1736,"Crockett County, TN",2019,47,33
35070,5862,"Cumberland County, TN",2019,47,35
505579,78123,"Davidson County, TN",2019,47,37
7603,1105,"Decatur County, TN",2019,47,39
13991,2313,"DeKalb County, TN",2019,47,41
39278,5200,"Dickson County, TN",2019,47,43
26430,3440,"Dyer County, TN",2019,47,45
28188,3586,"Fayette County, TN",2019,47,47
12106,1842,"Fentress County, TN",2019,47,49
27819,3699,"Franklin County, TN",2019,47,51
34703,4596,"Gibson County, TN",2019,47,53
19815,2994,"Giles County, TN",2019,47,55
15685,2522,"Grainger County, TN",2019,47,57
45395,6864,"Greene County, TN",2019,47,59
8868,1465,"Grundy County, TN",2019,47,61
43814,8105,"Hamblen County, TN",2019,47,63
259424,35273,"Hamilton County, TN",2019,47,65
4370,587,"Hancock County, TN",2019,47,67
14476,2033,"Hardeman County, TN",2019,47,69
17042,2370,"Hardin County, TN",2019,47,71
38630,5094,"Hawkins County, TN",2019,47,73
11830,1613,"Haywood County, TN",2019,47,75
19463,2834,"Henderson County, TN",2019,47,77
21003,3121,"Henry County, TN",2019,47,79
16439,2682,"Hickman County, TN",2019,47,81
5505,883,"Houston County, TN",2019,47,83
12793,1710,"Humphreys County, TN",2019,47,85
7586,1258,"Jackson County, TN",2019,47,87
36521,5509,"Jefferson County, TN",2019,47,89
10416,1476,"Johnson County, TN",2019,47,91
343735,41329,"Knox County, TN",2019,47,93
3298,444,"Lake County, TN",2019,47,95
16602,2374,"Lauderdale County, TN",2019,47,97
30904,4613,"Lawrence County, TN",2019,47,99
8348,1137,"Lewis County, TN",2019,47,101
23652,3607,"Lincoln County, TN",2019,47,103
33945,5388,"Loudon County, TN",2019,47,105
36634,5432,"McMinn County, TN",2019,47,107
17593,2295,"McNairy County, TN",2019,47,109
17111,3011,"Macon County, TN",2019,47,111
67853,8637,"Madison County, TN",2019,47,113
19974,2764,"Marion County, TN",2019,47,115
25068,3353,"Marshall County, TN",2019,47,117
71051,9081,"Maury County, TN",2019,47,119
8308,1249,"Meigs County, TN",2019,47,121
31195,4731,"Monroe County, TN",2019,47,123
167705,17282,"Montgomery County, TN",2019,47,125
4526,514,"Moore County, TN",2019,47,127
13218,1887,"Morgan County, TN",2019,47,129
20397,2918,"Obion County, TN",2019,47,131
15010,2296,"Overton County, TN",2019,47,133
5301,901,"Perry County, TN",2019,47,135
3077,538,"Pickett County, TN",2019,47,137
11048,1871,"Polk County, TN",2019,47,139
55660,8504,"Putnam County, TN",2019,47,141
22368,3635,"Rhea County, TN",2019,47,143
36241,4305,"Roane County, TN",2019,47,145
53218,6963,"Robertson County, TN",2019,47,147
262489,30323,"Rutherford County, TN",2019,47,149
15671,2143,"Scott County, TN",2019,47,151
10225,1465,"Sequatchie County, TN",2019,47,153
63276,13557,"Sevier County, TN",2019,47,155
680234,103192,"Shelby County, TN",2019,47,157
14448,1982,"Smith County, TN",2019,47,159
9351,1353,"Stewart County, TN",2019,47,161
106373,14688,"Sullivan County, TN",2019,47,163
143612,16587,"Sumner County, TN",2019,47,165
46093,5353,"Tipton County, TN",2019,47,167
6318,933,"Trousdale County, TN",2019,47,169
11678,1752,"Unicoi County, TN",2019,47,171
13751,2188,"Union County, TN",2019,47,173
3789,551,"Van Buren County, TN",2019,47,175
27899,5237,"Warren County, TN",2019,47,177
89591,12094,"Washington County, TN",2019,47,179
9664,1497,"Wayne County, TN",2019,47,181
22565,2938,"Weakley County, TN",2019,47,183
18547,2717,"White County, TN",2019,47,185
197201,13215,"Williamson County, TN",2019,47,187
109986,11543,"Wilson County, TN",2019,47,189
